Lot ID,Material,Weight,Quoted price,Final price,Recycler,Status,Date/time,Location,Payment status
LOT260812001459,Glass,17.01 kg,₹201.64,₹187.53,EcoCycle Dhanbad Recycling Services 4261,Completed,12-08-2026 11:06,Dhanbad,Paid
LOT260812019445,Motor,9.15 kg,₹799.86,₹760.92,WasteWise Jodhpur Materials Recycling 0238,Handover Confirmed,12-08-2026 11:11,Jodhpur,Paid
LOT260812012592,Glass,42.27 kg,₹348.20,₹324.55,GreenCircuit Varanasi Materials Recycling 1808,Completed,12-08-2026 11:23,Varanasi,Paid
LOT260812018446,Microwave,7.03 kg,₹140.48,₹133.41,EarthLoop Patna Recycler Hub 0653,Completed,12-08-2026 11:41,Patna,Paid
LOT260812011212,Microwave,7.25 kg,₹70.17,₹67.05,Circular Gangtok Resource Recovery 4146,Handover Confirmed,12-08-2026 12:08,Gangtok,Pending
LOT260812001910,Microwave,21.78 kg,₹572.22,₹600.34,UrbanRecycle Bilaspur Sustainable Recycling 4009,Handover Confirmed,12-08-2026 12:10,Bilaspur,Paid
LOT260812019346,LCD Panel,16.14 kg,₹444.35,₹435.77,GreenMine Nagpur Recovery Centre 0094,Completed,12-08-2026 12:12,Nagpur,Paid
LOT260812002795,Mobile,5.12 kg,"₹1,354.96","₹1,278.49",EarthLoop Hubballi Recycler Hub 0233,Completed,12-08-2026 12:19,Hubballi,Paid
LOT260812015069,Washing Machine,75.31 kg,"₹1,369.54","₹1,357.12",GreenBridge Kolkata Collection & Recycling 2160,Quoted,12-08-2026 12:50,Kolkata,Pending
LOT260812010653,Microwave,21.01 kg,₹529.39,₹529.64,GreenCircuit Surat Materials Recycling 2328,Completed,12-08-2026 13:07,Surat,Paid
LOT260812018727,LCD Panel,11.01 kg,₹753.85,₹682.38,RecoverX Faridabad Circular Solutions 3095,Completed,12-08-2026 13:10,Faridabad,Pending
LOT260812008305,Cable,45.15 kg,"₹17,774.10","₹19,481.44",CircularGrid Patna Sustainable Recycling 1899,Completed,12-08-2026 13:11,Patna,Paid
LOT260812009383,Keyboard,1.26 kg,₹27.19,₹25.00,GreenMine Pune Recovery Centre 1074,Handover Confirmed,12-08-2026 13:44,Pune,Paid
LOT260812003260,CRT,19.59 kg,₹314.18,₹312.78,ScrapSmart Chennai Resource Recovery 3136,Cancelled,12-08-2026 14:10,Chennai,Not Applicable
LOT260812009142,PCB,2.2 kg,₹990.75,"₹1,018.93",RecyclePro Asansol Recycling Services 3471,Completed,12-08-2026 14:13,Asansol,Paid
LOT260812016167,Mixed Plastic,2.74 kg,₹34.04,₹33.62,GreenCircuit Jammu Materials Recycling 1648,Completed,12-08-2026 14:18,Jammu,Paid
LOT260812017769,Mouse,0.4 kg,₹19.79,₹19.43,ReTech Patiala Recycler Hub 4703,Completed,12-08-2026 14:33,Patiala,Paid
LOT260812004020,Battery,24.22 kg,"₹4,015.70","₹3,754.25",WasteWise Coimbatore Materials Recycling 2158,Completed,12-08-2026 14:48,Coimbatore,Paid
LOT260812012459,Battery,11.83 kg,"₹2,191.76","₹2,166.26",UrbanRecycle Gorakhpur Sustainable Recycling 2729,Cancelled,12-08-2026 15:07,Gorakhpur,Not Applicable
LOT260812016236,Mixed Metal,42.42 kg,"₹3,518.18","₹3,511.89",EcoCycle Nashik Recycling Services 1521,Completed,12-08-2026 16:06,Nashik,Paid
LOT260812015128,Glass,34.87 kg,₹368.40,₹366.98,ScrapSmart Dehradun Resource Recovery 0756,Quoted,12-08-2026 16:38,Dehradun,Pending
LOT260812013345,Television,28.18 kg,₹480.81,₹464.64,CleanEarth Jalandhar Recovery Centre 3544,Completed,12-08-2026 17:17,Jalandhar,Paid
LOT260812012111,Printer,10.56 kg,₹196.00,₹201.05,EarthLoop Mangaluru Recycler Hub 1033,Completed,12-08-2026 17:28,Mangaluru,Paid
LOT260812013907,LCD Panel,6.03 kg,₹193.77,₹194.39,GreenLoop Karnal E-Waste Solutions 0962,Completed,12-08-2026 17:39,Karnal,Paid
LOT260812015190,Cable,21.82 kg,"₹7,368.52","₹8,090.64",GreenBridge Dehradun Collection & Recycling 3960,Completed,12-08-2026 18:08,Dehradun,Paid
LOT260812004498,Cable,9.13 kg,"₹3,830.95","₹4,021.58",ScrapSmart Kochi Resource Recovery 0216,Completed,12-08-2026 18:16,Kochi,Paid
LOT260812018511,Mobile,9.73 kg,"₹2,977.09","₹3,021.11",GreenMine Kozhikode Recovery Centre 2354,Completed,12-08-2026 18:18,Kozhikode,Partial Payment
LOT260812007759,Television,38.56 kg,"₹1,195.01","₹1,339.97",RecyclePro Tirupati Recycling Services 4711,Completed,12-08-2026 18:20,Tirupati,Paid
LOT260812000471,Glass,13.43 kg,₹146.81,₹147.12,RenewTech Pune Green Processing 2587,Completed,12-08-2026 18:22,Pune,Paid
LOT260812016889,LCD Panel,12.93 kg,₹404.42,₹367.00,CircularGrid Kolkata Sustainable Recycling 4919,Completed,12-08-2026 18:40,Kolkata,Paid
LOT260812016750,Cable,11.29 kg,"₹5,237.23","₹5,449.77",GreenBridge Vadodara Collection & Recycling 2240,Completed,12-08-2026 19:36,Vadodara,Paid
LOT260812013246,Washing Machine,45.08 kg,₹716.98,₹705.23,E-Waste Prayagraj Circular Solutions 3945,Cancelled,12-08-2026 19:42,Prayagraj,Not Applicable
LOT260812017026,Mouse,2.13 kg,₹130.79,₹132.59,ReTech Thiruvananthapuram Recycler Hub 3243,Handover Confirmed,12-08-2026 19:43,Thiruvananthapuram,Paid
LOT260812011163,Cable,46.26 kg,"₹17,896.15","₹17,855.20",EnviroCycle Gurugram E-Waste Solutions 3452,Completed,12-08-2026 19:56,Gurugram,Paid
LOT260812013720,Mixed Plastic,61.61 kg,"₹1,601.08","₹1,679.90",UrbanRecycle Kozhikode Sustainable Recycling 3689,Quoted,12-08-2026 20:23,Kozhikode,Pending
LOT260812009362,Mouse,0.34 kg,₹18.10,₹17.28,EarthLoop Shimla Recycler Hub 1113,Completed,12-08-2026 20:57,Shimla,Paid
LOT260812000904,Mixed Plastic,50.93 kg,₹422.95,₹464.89,EarthLoop Solapur Recycler Hub 3893,Completed,12-08-2026 21:18,Solapur,Paid
LOT260812005173,PCB,9.48 kg,"₹4,539.47","₹4,806.23",UrbanRecycle Hisar Sustainable Recycling 0249,Completed,12-08-2026 21:56,Hisar,Pending
LOT260812001633,Television,32.33 kg,"₹1,258.47","₹1,179.61",CircularGrid Haridwar Sustainable Recycling 0699,Quoted,12-08-2026 22:14,Haridwar,Pending
LOT260812014668,Battery,14.67 kg,"₹2,091.02","₹1,875.69",EcoCycle Jodhpur Recycling Services 0861,Completed,12-08-2026 22:14,Jodhpur,Paid
LOT260812000991,Washing Machine,26.22 kg,₹445.80,₹432.71,ReTech Asansol Recycler Hub 0623,Completed,12-08-2026 22:27,Asansol,Paid
LOT260812009300,Printer,20.08 kg,₹182.28,₹169.25,CircularGrid Bareilly Sustainable Recycling 4419,Handover Confirmed,12-08-2026 22:31,Bareilly,Paid
LOT260812005400,Keyboard,9.93 kg,₹189.22,₹188.40,WasteWise Bhopal Materials Recycling 1158,Handover Confirmed,12-08-2026 22:31,Bhopal,Paid
LOT260812003648,Mixed Plastic,14.76 kg,₹370.55,₹344.94,GreenCircuit Faridabad Materials Recycling 1048,Completed,12-08-2026 22:42,Faridabad,Paid
LOT260812005058,PCB,2.97 kg,"₹1,217.98","₹1,158.04",UrbanRecycle Varanasi Sustainable Recycling 2609,Pending Pickup,12-08-2026 23:14,Varanasi,Pending
LOT260812011811,Mouse,2.57 kg,₹53.49,₹48.87,EarthLoop Tirupati Recycler Hub 2753,Completed,12-08-2026 23:27,Tirupati,Paid
LOT260812006625,Mixed Plastic,28.25 kg,₹579.20,₹542.49,E-Waste Dehradun Circular Solutions 0845,Completed,12-08-2026 23:44,Dehradun,Paid
LOT260812009693,Printer,3.07 kg,₹44.72,₹44.81,EcoRecover Chandigarh Green Processing 0397,Completed,12-08-2026 23:51,Chandigarh,Paid
LOT260812000383,Glass,26.8 kg,₹125.59,₹127.85,EcoRecover Kolkata Green Processing 3317,Completed,12-08-2026 23:55,Kolkata,Paid
LOT260812010172,Mixed Metal,19.83 kg,₹797.45,₹814.60,GreenMine Jammu Recovery Centre 4674,Completed,12-08-2026 23:55,Jammu,Paid
LOT260813015567,Keyboard,2.72 kg,₹118.32,₹118.44,ReTech Aurangabad Recycler Hub 4603,Completed,13-08-2026 00:31,Aurangabad,Paid
LOT260813001064,Mobile,7.39 kg,"₹1,159.14","₹1,099.09",GreenLoop Madurai E-Waste Solutions 4562,Pending Pickup,13-08-2026 00:36,Madurai,Pending
LOT260813012024,Mixed Metal,23.37 kg,"₹1,516.15","₹1,437.03",GreenMine Srinagar Recovery Centre 3874,Completed,13-08-2026 00:54,Srinagar,Paid
LOT260813006261,Printer,9.64 kg,₹124.10,₹119.10,ScrapSmart Surat Resource Recovery 3396,Completed,13-08-2026 01:05,Surat,Pending
LOT260813013685,Television,45.12 kg,"₹1,344.21","₹1,179.62",E-Waste Siliguri Circular Solutions 1805,Quoted,13-08-2026 01:40,Siliguri,Pending
LOT260813017108,Printer,10.76 kg,₹207.64,₹212.73,CleanEarth Salem Recovery Centre 4624,Pending Pickup,13-08-2026 01:52,Salem,Pending
LOT260813018341,Mixed Metal,16.48 kg,₹498.39,₹525.24,EcoRecover Madurai Green Processing 4117,Completed,13-08-2026 02:21,Madurai,Pending
LOT260813010983,Printer,21.46 kg,₹415.56,₹451.62,RecyclePro Kochi Recycling Services 1551,Handover Confirmed,13-08-2026 02:34,Kochi,Paid
LOT260813008676,PCB,0.63 kg,₹308.95,₹324.87,RecyclePro Amritsar Recycling Services 4671,Completed,13-08-2026 03:10,Amritsar,Partial Payment
LOT260813014944,CRT,23.1 kg,₹455.47,₹453.55,EcoCycle Guwahati Recycling Services 4041,Pending Pickup,13-08-2026 03:46,Guwahati,Pending
LOT260813007151,Keyboard,0.86 kg,₹32.15,₹30.78,UrbanRecycle Chandigarh Sustainable Recycling 4669,Quoted,13-08-2026 03:55,Chandigarh,Pending
LOT260813005065,Mobile,6.67 kg,"₹1,023.08","₹1,091.86",CleanEarth Agra Recovery Centre 3884,Completed,13-08-2026 03:59,Agra,Paid
LOT260813004827,PCB,9.13 kg,"₹4,649.93","₹4,684.33",GreenBridge Panaji Collection & Recycling 0320,Cancelled,13-08-2026 04:07,Panaji,Not Applicable
LOT260813017078,Mixed Plastic,64.91 kg,"₹1,649.06","₹1,693.55",EnviroCycle Varanasi E-Waste Solutions 3232,Cancelled,13-08-2026 04:08,Varanasi,Not Applicable
LOT260813004484,Mixed Plastic,15.56 kg,₹200.26,₹181.24,E-Waste Sambalpur Circular Solutions 1505,Completed,13-08-2026 04:31,Sambalpur,Paid
LOT260813001883,Printer,37.63 kg,₹782.23,₹821.39,UrbanRecycle Delhi Sustainable Recycling 3569,Handover Confirmed,13-08-2026 04:33,Delhi,Paid
LOT260813015745,Motor,7.42 kg,₹503.28,₹474.36,WasteWise Bathinda Materials Recycling 3278,Completed,13-08-2026 04:40,Bathinda,Pending
LOT260813012657,PCB,0.62 kg,₹289.70,₹274.01,UrbanRecycle Chandigarh Sustainable Recycling 4669,Handover Confirmed,13-08-2026 04:41,Chandigarh,Paid
LOT260813016759,PCB,2.77 kg,"₹1,235.73","₹1,177.72",EnviroCycle Madurai E-Waste Solutions 1892,Handover Confirmed,13-08-2026 05:02,Madurai,Paid
LOT260813009436,LCD Panel,5.24 kg,₹150.75,₹135.72,UrbanRecycle Coimbatore Sustainable Recycling 0289,Completed,13-08-2026 06:10,Coimbatore,Paid
LOT260813004517,Magnet Assembly,13.96 kg,"₹1,806.79","₹1,913.71",GreenLoop Bengaluru E-Waste Solutions 4822,Handover Confirmed,13-08-2026 06:18,Bengaluru,Paid
LOT260813007345,Mouse,1.78 kg,₹40.97,₹38.62,E-Waste Visakhapatnam Circular Solutions 0465,Handover Confirmed,13-08-2026 06:45,Visakhapatnam,Partial Payment
LOT260813007153,Television,4.46 kg,₹126.89,₹121.37,EarthLoop Patna Recycler Hub 2433,Completed,13-08-2026 06:50,Patna,Paid
LOT260813014367,Mobile,6.77 kg,"₹1,879.06","₹1,791.20",GreenMine Vellore Recovery Centre 0354,Pending Pickup,13-08-2026 07:27,Vellore,Pending
LOT260813009899,Mobile,6.6 kg,"₹1,680.02","₹1,665.76",RenewTech Aurangabad Green Processing 4247,Completed,13-08-2026 07:28,Aurangabad,Partial Payment
LOT260813000199,Television,5.91 kg,₹139.57,₹139.97,ScrapSmart Indore Resource Recovery 4096,Completed,13-08-2026 07:54,Indore,Paid
LOT260813006131,Mouse,1.31 kg,₹83.99,₹85.57,E-Waste Hubballi Circular Solutions 0945,Pending Pickup,13-08-2026 07:58,Hubballi,Pending
LOT260813006982,Microwave,14.79 kg,₹407.76,₹444.66,RenewTech Gaya Green Processing 2167,Completed,13-08-2026 08:07,Gaya,Pending
LOT260813011078,LCD Panel,13.33 kg,₹700.86,₹706.85,GreenCircuit Bhubaneswar Materials Recycling 2348,Completed,13-08-2026 08:10,Bhubaneswar,Partial Payment
LOT260813013941,Microwave,6.24 kg,₹164.44,₹165.98,GreenLoop Aurangabad E-Waste Solutions 0242,Completed,13-08-2026 08:50,Aurangabad,Paid
LOT260813004444,Microwave,28.26 kg,₹716.11,₹743.16,ReTech Chandigarh Recycler Hub 3423,Handover Confirmed,13-08-2026 09:16,Chandigarh,Paid
LOT260813000107,Battery,9.02 kg,"₹1,276.96","₹1,344.81",E-Waste Varanasi Circular Solutions 1185,Completed,13-08-2026 09:16,Varanasi,Paid
LOT260813009705,Printer,30.46 kg,₹344.19,₹330.93,Circular Chennai Resource Recovery 0466,Completed,13-08-2026 09:23,Chennai,Paid
LOT260813001852,Mouse,1.78 kg,₹106.20,₹105.80,GreenMine Amritsar Recovery Centre 3514,Completed,13-08-2026 10:14,Amritsar,Paid
LOT260813004289,CRT,23.75 kg,₹192.70,₹185.22,EcoCycle Kota Recycling Services 3661,Completed,13-08-2026 11:45,Kota,Paid
LOT260813016963,Washing Machine,34.71 kg,₹895.92,₹939.48,ReTech Ranchi Recycler Hub 1723,Completed,13-08-2026 11:45,Ranchi,Paid
LOT260813019588,Television,45.38 kg,"₹1,135.21","₹1,135.66",Circular Raipur Resource Recovery 2406,Completed,13-08-2026 12:16,Raipur,Paid
LOT260813015554,Mixed Metal,28.93 kg,"₹1,048.22","₹1,038.73",GreenBridge Salem Collection & Recycling 1420,Completed,13-08-2026 12:25,Salem,Pending
LOT260813014927,LCD Panel,16.75 kg,₹698.83,₹681.39,GreenMine Nashik Recovery Centre 1254,Completed,13-08-2026 13:13,Nashik,Paid
LOT260813017491,Glass,36.97 kg,₹77.38,₹75.89,ScrapSmart Kolhapur Resource Recovery 1756,Completed,13-08-2026 13:50,Kolhapur,Paid
LOT260813012510,Printer,38.59 kg,"₹1,144.23","₹1,145.20",EcoLink Hisar Collection & Recycling 1050,Handover Confirmed,13-08-2026 14:12,Hisar,Paid
LOT260813004362,Magnet Assembly,15.9 kg,"₹1,949.91","₹1,890.62",GreenBridge Coimbatore Collection & Recycling 3760,Quoted,13-08-2026 14:19,Coimbatore,Pending
LOT260813005248,Motor,4.83 kg,₹270.23,₹254.34,EcoLink Patna Collection & Recycling 0030,Completed,13-08-2026 14:46,Patna,Paid
LOT260813007910,Microwave,27.29 kg,₹686.78,₹665.39,EcoCycle Prayagraj Recycling Services 2521,Completed,13-08-2026 15:58,Prayagraj,Paid
LOT260813003445,Battery,3.45 kg,₹493.63,₹541.51,GreenBridge Chennai Collection & Recycling 2780,Cancelled,13-08-2026 16:12,Chennai,Not Applicable
LOT260813014701,Mixed Plastic,52.05 kg,₹923.98,₹998.92,GreenMine Siliguri Recovery Centre 1894,Completed,13-08-2026 16:45,Siliguri,Paid
LOT260813002084,Keyboard,5.7 kg,₹185.98,₹200.52,EcoLink Salem Collection & Recycling 4090,Completed,13-08-2026 17:30,Salem,Paid
LOT260813013889,PCB,1.76 kg,₹841.50,₹930.87,GreenLoop Jalandhar E-Waste Solutions 3722,Cancelled,13-08-2026 17:36,Jalandhar,Not Applicable
LOT260813001317,Printer,13.0 kg,₹149.31,₹157.70,EarthLoop Hyderabad Recycler Hub 3133,Completed,13-08-2026 17:41,Hyderabad,Paid
LOT260813019643,Mixed Plastic,48.82 kg,₹390.74,₹388.29,CleanEarth Solapur Recovery Centre 2024,Completed,13-08-2026 18:22,Solapur,Paid
LOT260813002491,Television,27.76 kg,₹316.80,₹330.45,GreenCircuit Jamshedpur Materials Recycling 1368,Completed,13-08-2026 18:28,Jamshedpur,Paid
LOT260813017924,Mixed Plastic,33.98 kg,"₹1,079.80","₹1,191.57",GreenBridge Rajkot Collection & Recycling 3360,Completed,13-08-2026 18:49,Rajkot,Pending
LOT260813005649,Television,30.39 kg,"₹1,080.10","₹1,072.15",GreenBridge Rourkela Collection & Recycling 1860,Completed,13-08-2026 19:07,Rourkela,Paid
LOT260813014567,Mixed Plastic,68.83 kg,₹768.42,₹739.87,GreenCircuit Gaya Materials Recycling 4748,Completed,13-08-2026 19:08,Gaya,Pending
LOT260813010667,Printer,34.75 kg,₹680.49,₹687.12,ReTech Bhubaneswar Recycler Hub 0123,Completed,13-08-2026 19:40,Bhubaneswar,Paid
LOT260813009405,Microwave,29.84 kg,₹349.62,₹358.18,RecoverX Varanasi Circular Solutions 3855,Quoted,13-08-2026 19:44,Varanasi,Pending
LOT260813011475,Battery,12.21 kg,"₹2,244.27","₹2,176.91",RecyclePro Coimbatore Recycling Services 1891,Cancelled,13-08-2026 19:44,Coimbatore,Not Applicable
LOT260813001955,Mouse,1.61 kg,₹48.00,₹45.37,GreenLoop Bilaspur E-Waste Solutions 3742,Completed,13-08-2026 19:58,Bilaspur,Paid
LOT260813010990,Motor,36.06 kg,"₹3,259.44","₹3,340.13",GreenCircuit Guwahati Materials Recycling 2528,Completed,13-08-2026 20:10,Guwahati,Partial Payment
LOT260813013409,CRT,18.97 kg,₹209.95,₹204.12,E-Waste Shimla Circular Solutions 1825,Completed,13-08-2026 20:25,Shimla,Paid
LOT260813001313,Magnet Assembly,10.04 kg,₹727.68,₹709.93,WasteWise Durgapur Materials Recycling 4538,Completed,13-08-2026 20:29,Durgapur,Paid
LOT260813005534,PCB,0.88 kg,₹463.22,₹455.34,RenewTech Bhubaneswar Green Processing 3327,Completed,13-08-2026 20:49,Bhubaneswar,Paid
LOT260813010374,Motor,24.78 kg,"₹1,523.86","₹1,413.87",ScrapSmart Tirupati Resource Recovery 1596,Pending Pickup,13-08-2026 21:08,Tirupati,Pending
LOT260813003305,Mobile,4.97 kg,₹897.41,₹934.47,EcoRecover Durgapur Green Processing 3737,Completed,13-08-2026 21:20,Durgapur,Paid
LOT260813003600,LCD Panel,3.84 kg,₹275.94,₹279.48,ScrapSmart Vellore Resource Recovery 3736,Completed,13-08-2026 21:50,Vellore,Paid
LOT260813015866,PCB,5.9 kg,"₹3,070.86","₹3,183.38",CircularGrid Tirupati Sustainable Recycling 0439,Completed,13-08-2026 21:52,Tirupati,Paid
LOT260813001669,Mixed Metal,82.33 kg,"₹4,330.22","₹3,891.86",GreenLoop Bathinda E-Waste Solutions 1142,Handover Confirmed,13-08-2026 21:57,Bathinda,Paid
LOT260813016344,Printer,31.27 kg,₹332.16,₹343.57,EcoLink Dhanbad Collection & Recycling 2570,Cancelled,13-08-2026 22:06,Dhanbad,Not Applicable
LOT260813018137,Printer,17.12 kg,₹358.87,₹354.69,EarthLoop Jalandhar Recycler Hub 1853,Completed,13-08-2026 22:30,Jalandhar,Paid
LOT260813014952,PCB,9.74 kg,"₹4,218.40","₹4,136.45",EarthLoop Varanasi Recycler Hub 4033,Completed,13-08-2026 22:38,Varanasi,Paid
LOT260813018890,Battery,3.87 kg,₹542.33,₹556.61,CleanEarth Vijayawada Recovery Centre 2244,Pending Pickup,13-08-2026 22:57,Vijayawada,Pending
LOT260813009852,Printer,20.44 kg,₹328.23,₹334.96,CleanEarth Amritsar Recovery Centre 2624,Completed,13-08-2026 23:17,Amritsar,Partial Payment
LOT260814015350,Washing Machine,26.36 kg,₹523.64,₹523.45,GreenCircuit Vellore Materials Recycling 2668,Completed,14-08-2026 00:05,Vellore,Paid
LOT260814016871,Mobile,4.3 kg,"₹1,450.62","₹1,449.03",EnviroCycle Jodhpur E-Waste Solutions 4332,Completed,14-08-2026 00:25,Jodhpur,Paid
LOT260814003938,Printer,34.32 kg,₹927.50,₹958.86,RecyclePro Indore Recycling Services 1871,Quoted,14-08-2026 00:26,Indore,Pending
LOT260814011966,Battery,24.24 kg,"₹3,884.73","₹4,149.83",RecoverX Bhavnagar Circular Solutions 3895,Pending Pickup,14-08-2026 00:39,Bhavnagar,Pending
LOT260814017477,Mobile,3.48 kg,"₹1,025.19","₹1,022.57",ReTech Agra Recycler Hub 3083,Quoted,14-08-2026 00:39,Agra,Pending
LOT260814012818,Washing Machine,55.96 kg,"₹1,578.21","₹1,518.15",GreenMine Mumbai Recovery Centre 0274,Handover Confirmed,14-08-2026 00:58,Mumbai,Paid
LOT260814006243,LCD Panel,13.14 kg,₹473.85,₹444.23,Circular Karnal Resource Recovery 0606,Completed,14-08-2026 01:13,Karnal,Paid
LOT260814001986,Washing Machine,44.53 kg,"₹1,047.46","₹1,077.92",GreenMine Kota Recovery Centre 1614,Completed,14-08-2026 01:19,Kota,Paid
LOT260814012286,Magnet Assembly,16.52 kg,"₹2,244.37","₹2,326.19",GreenMine Jalandhar Recovery Centre 2654,Completed,14-08-2026 01:23,Jalandhar,Partial Payment
LOT260814009120,Mixed Metal,43.84 kg,"₹2,716.08","₹2,457.85",CircularGrid Tirupati Sustainable Recycling 3999,Completed,14-08-2026 01:30,Tirupati,Paid
LOT260814017204,Mixed Plastic,30.88 kg,"₹1,028.04","₹1,140.13",GreenCircuit Panaji Materials Recycling 1388,Completed,14-08-2026 01:48,Panaji,Paid
LOT260814004319,Cable,31.13 kg,"₹12,824.37","₹12,405.75",CircularGrid Gwalior Sustainable Recycling 4779,Completed,14-08-2026 01:48,Gwalior,Paid
LOT260814009256,Mouse,2.44 kg,₹126.49,₹124.88,ReTech Kozhikode Recycler Hub 2443,Cancelled,14-08-2026 01:49,Kozhikode,Not Applicable
LOT260814013279,Motor,24.01 kg,"₹1,705.81","₹1,700.38",GreenCircuit Patiala Materials Recycling 1588,Completed,14-08-2026 02:22,Patiala,Paid
LOT260814002720,Mobile,2.85 kg,₹830.49,₹809.79,EarthLoop Raipur Recycler Hub 2673,Completed,14-08-2026 02:35,Raipur,Paid
LOT260814016954,Washing Machine,15.47 kg,₹236.72,₹234.72,ReTech Hyderabad Recycler Hub 2243,Completed,14-08-2026 02:38,Hyderabad,Partial Payment
LOT260814009972,Mobile,2.2 kg,₹723.77,₹734.42,E-Waste Haridwar Circular Solutions 1945,Completed,14-08-2026 03:00,Haridwar,Paid
LOT260814014685,Magnet Assembly,5.64 kg,₹546.19,₹535.14,E-Waste Thiruvananthapuram Circular Solutions 3065,Handover Confirmed,14-08-2026 03:01,Thiruvananthapuram,Pending
LOT260814017617,Mixed Metal,16.29 kg,₹641.61,₹679.73,RecoverX Varanasi Circular Solutions 0295,Completed,14-08-2026 03:14,Varanasi,Paid
LOT260814019471,Battery,6.95 kg,₹542.57,₹547.05,RecyclePro Rourkela Recycling Services 1771,Completed,14-08-2026 03:19,Rourkela,Paid
LOT260814008589,Motor,18.74 kg,"₹1,272.67","₹1,168.54",EcoLink Hyderabad Collection & Recycling 4290,Completed,14-08-2026 03:42,Hyderabad,Partial Payment
LOT260814002911,Motor,6.86 kg,₹403.02,₹413.38,GreenLoop Jaipur E-Waste Solutions 3482,Pending Pickup,14-08-2026 03:56,Jaipur,Pending
LOT260814009731,Keyboard,7.74 kg,₹248.60,₹254.31,ReTech Patna Recycler Hub 3323,Completed,14-08-2026 04:01,Patna,Partial Payment
LOT260814018288,Microwave,22.78 kg,₹221.11,₹217.34,CircularGrid Bareilly Sustainable Recycling 0859,Cancelled,14-08-2026 05:04,Bareilly,Not Applicable
LOT260814010274,Microwave,25.1 kg,₹447.27,₹469.30,Circular Shimla Resource Recovery 2626,Completed,14-08-2026 05:43,Shimla,Paid
LOT260814003598,Magnet Assembly,12.56 kg,"₹1,276.11","₹1,278.39",EcoCycle Hyderabad Recycling Services 2421,Completed,14-08-2026 06:05,Hyderabad,Partial Payment
LOT260814013267,Mixed Plastic,48.6 kg,₹858.71,₹809.39,EnviroCycle Delhi E-Waste Solutions 4192,Completed,14-08-2026 06:25,Delhi,Paid
LOT260814005150,Printer,19.45 kg,₹546.17,₹569.03,WasteWise Kolkata Materials Recycling 4118,Completed,14-08-2026 06:41,Kolkata,Paid
LOT260814016435,Washing Machine,16.04 kg,₹277.05,₹281.12,GreenLoop Karnal E-Waste Solutions 0962,Handover Confirmed,14-08-2026 06:59,Karnal,Pending
LOT260814004474,Battery,28.23 kg,"₹5,070.10","₹4,954.15",GreenLoop Hyderabad E-Waste Solutions 1442,Completed,14-08-2026 07:44,Hyderabad,Paid
LOT260814007565,Mixed Metal,76.19 kg,"₹3,386.40","₹3,176.43",RenewTech Amritsar Green Processing 3247,Cancelled,14-08-2026 07:47,Amritsar,Not Applicable
LOT260814008337,Mobile,3.74 kg,₹658.82,₹727.60,WasteWise Solapur Materials Recycling 2558,Completed,14-08-2026 08:01,Solapur,Paid
LOT260814002372,Cable,16.75 kg,"₹6,435.18","₹6,737.09",ScrapSmart Asansol Resource Recovery 2136,Handover Confirmed,14-08-2026 08:03,Asansol,Paid
LOT260814019455,Microwave,26.12 kg,₹514.56,₹539.44,GreenCircuit Kochi Materials Recycling 0928,Completed,14-08-2026 08:25,Kochi,Paid
LOT260814000969,Television,28.27 kg,₹657.05,₹597.71,EnviroCycle Itanagar E-Waste Solutions 4412,Quoted,14-08-2026 08:33,Itanagar,Pending
LOT260814017423,Battery,26.77 kg,"₹4,556.16","₹3,950.25",EcoLink Gwalior Collection & Recycling 4690,Completed,14-08-2026 08:46,Gwalior,Paid
LOT260814010467,Keyboard,6.43 kg,₹210.39,₹214.28,EarthLoop Bhavnagar Recycler Hub 0513,Completed,14-08-2026 09:33,Bhavnagar,Paid
LOT260814005416,Battery,25.44 kg,"₹3,679.73","₹3,835.91",RecoverX Raipur Circular Solutions 4275,Completed,14-08-2026 10:24,Raipur,Paid
LOT260814015721,Cable,16.88 kg,"₹7,870.15","₹7,194.99",GreenMine Nellore Recovery Centre 2754,Pending Pickup,14-08-2026 10:29,Nellore,Pending
LOT260814004464,Mixed Plastic,30.68 kg,₹661.58,₹688.29,EcoLink Meerut Collection & Recycling 0590,Completed,14-08-2026 10:30,Meerut,Paid
LOT260814003766,Magnet Assembly,4.66 kg,₹452.07,₹451.27,RecoverX Srinagar Circular Solutions 1115,Quoted,14-08-2026 10:59,Srinagar,Pending
LOT260814000764,PCB,0.97 kg,₹490.78,₹510.87,EcoCycle Coimbatore Recycling Services 1001,Cancelled,14-08-2026 11:54,Coimbatore,Not Applicable
LOT260814015611,Magnet Assembly,12.97 kg,₹904.23,₹944.23,GreenBridge Warangal Collection & Recycling 0260,Completed,14-08-2026 12:07,Warangal,Pending
LOT260814008222,Motor,20.71 kg,"₹1,271.40","₹1,277.76",CleanEarth Ahmedabad Recovery Centre 3484,Quoted,14-08-2026 12:13,Ahmedabad,Pending
LOT260814010254,LCD Panel,11.86 kg,₹750.51,₹760.80,GreenLoop Prayagraj E-Waste Solutions 3322,Quoted,14-08-2026 12:52,Prayagraj,Pending
LOT260814010686,Motor,25.56 kg,"₹2,602.01","₹2,419.17",ScrapSmart Jamshedpur Resource Recovery 4216,Handover Confirmed,14-08-2026 12:52,Jamshedpur,Paid
