Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC04269,UrbanRecycle Tiruchirappalli Sustainable Recycling 4269,Tiruchirappalli,"Microwave, Battery, Cable, CRT, LCD Panel",Authorized,+91 9670068988,Microwave: ₹17/kg | Battery: ₹73/kg | Cable: ₹380/kg | CRT: ₹17/kg | LCD Panel: ₹50/kg,No,"Tiruchirappalli, Karur"
REC04270,EcoLink Vellore Collection & Recycling 4270,Vellore,"Television, Washing Machine, CRT, Mixed Plastic, Mixed Metal, Microwave",Authorized,+91 9218145693,Television: ₹16/kg | Washing Machine: ₹10/kg | CRT: ₹17/kg | Mixed Plastic: ₹17/kg | Mixed Metal: ₹39/kg | Microwave: ₹23/kg,Yes,"Vellore, Ranipet"
REC04271,RecyclePro Durgapur Recycling Services 4271,Durgapur,"Mixed Metal, Keyboard, CRT, PCB, Microwave, Cable, Printer, Mobile",Authorized,+91 9868455120,Mixed Metal: ₹85/kg | Keyboard: ₹45/kg | CRT: ₹6/kg | PCB: ₹535/kg | Microwave: ₹16/kg | Cable: ₹414/kg | Printer: ₹28/kg | Mobile: ₹151/kg,No,"Durgapur, Bardhaman, Asansol"
REC04272,EnviroCycle Asansol E-Waste Solutions 4272,Asansol,"Mixed Metal, Mixed Plastic, Mobile, Cable, Washing Machine, LCD Panel",Authorized,+91 9343033850,Mixed Metal: ₹75/kg | Mixed Plastic: ₹23/kg | Mobile: ₹192/kg | Cable: ₹339/kg | Washing Machine: ₹23/kg | LCD Panel: ₹72/kg,Yes,"Asansol, Durgapur"
REC04273,EarthLoop Bhopal Recycler Hub 4273,Bhopal,"Cable, Motor, Television, Glass",Authorized,+91 9985892970,Cable: ₹382/kg | Motor: ₹71/kg | Television: ₹32/kg | Glass: ₹4/kg,No,"Bhopal, Vidisha"
REC04274,GreenMine Indore Recovery Centre 4274,Indore,"Mixed Plastic, Cable, Washing Machine",Authorized,+91 9540911552,Mixed Plastic: ₹30/kg | Cable: ₹363/kg | Washing Machine: ₹21/kg,Yes,"Indore, Ujjain"
REC04275,RecoverX Raipur Circular Solutions 4275,Raipur,"Motor, Television, Cable, Mixed Plastic, Washing Machine, Mobile, Battery",Authorized,+91 9874108486,Motor: ₹78/kg | Television: ₹40/kg | Cable: ₹429/kg | Mixed Plastic: ₹28/kg | Washing Machine: ₹30/kg | Mobile: ₹322/kg | Battery: ₹172/kg,Yes,"Raipur, Durg"
REC04276,ScrapSmart Bilaspur Resource Recovery 4276,Bilaspur,"Mobile, Cable, Magnet Assembly, LCD Panel, Washing Machine, Battery",Authorized,+91 9476377971,Mobile: ₹347/kg | Cable: ₹436/kg | Magnet Assembly: ₹68/kg | LCD Panel: ₹50/kg | Washing Machine: ₹30/kg | Battery: ₹141/kg,No,"Bilaspur, Korba"
REC04277,EcoRecover Nagpur Green Processing 4277,Nagpur,"Mouse, Mixed Plastic, Printer, Battery",Authorized,+91 9817063679,Mouse: ₹46/kg | Mixed Plastic: ₹23/kg | Printer: ₹29/kg | Battery: ₹113/kg,Yes,"Nagpur, Amravati, Wardha"
REC04278,WasteWise Pune Materials Recycling 4278,Pune,"CRT, Mixed Metal, Microwave",Authorization Renewal Pending,+91 9737760050,CRT: ₹8/kg | Mixed Metal: ₹34/kg | Microwave: ₹23/kg,Yes,"Pune, Pimpri-Chinchwad, Satara"
REC04279,CircularGrid Mumbai Sustainable Recycling 4279,Mumbai,"Glass, CRT, Cable, Microwave, PCB, Battery, Keyboard, Mobile",Authorized,+91 9729828065,Glass: ₹3/kg | CRT: ₹7/kg | Cable: ₹389/kg | Microwave: ₹19/kg | PCB: ₹425/kg | Battery: ₹187/kg | Keyboard: ₹27/kg | Mobile: ₹240/kg,Yes,"Mumbai, Navi Mumbai"
REC04280,GreenBridge Nashik Collection & Recycling 4280,Nashik,"Mobile, Mixed Metal, Mouse, Glass, LCD Panel, PCB, Keyboard",Authorized,+91 9755161049,Mobile: ₹211/kg | Mixed Metal: ₹82/kg | Mouse: ₹33/kg | Glass: ₹5/kg | LCD Panel: ₹69/kg | PCB: ₹396/kg | Keyboard: ₹41/kg,Yes,"Nashik, Malegaon, Ahmednagar"
REC04281,EcoCycle Delhi Recycling Services 4281,Delhi,"PCB, Television, Cable, Motor, Mouse, Mixed Plastic",Authorized,+91 9452005011,PCB: ₹453/kg | Television: ₹37/kg | Cable: ₹366/kg | Motor: ₹77/kg | Mouse: ₹34/kg | Mixed Plastic: ₹11/kg,No,Delhi
REC04282,GreenLoop Noida E-Waste Solutions 4282,Noida,"LCD Panel, Washing Machine, Television",Authorization Verification Pending,+91 9367359854,LCD Panel: ₹48/kg | Washing Machine: ₹30/kg | Television: ₹26/kg,Yes,"Noida, Greater Noida"
REC04283,ReTech Jaipur Recycler Hub 4283,Jaipur,"Glass, Microwave, Motor, Mixed Plastic, Television",Authorized,+91 9263962196,Glass: ₹3/kg | Microwave: ₹26/kg | Motor: ₹67/kg | Mixed Plastic: ₹30/kg | Television: ₹14/kg,No,"Jaipur, Tonk, Ajmer"
REC04284,CleanEarth Kota Recovery Centre 4284,Kota,"Washing Machine, Mixed Plastic, Magnet Assembly, Cable, PCB, Printer",Authorization Verification Pending,+91 9286599645,Washing Machine: ₹12/kg | Mixed Plastic: ₹30/kg | Magnet Assembly: ₹74/kg | Cable: ₹371/kg | PCB: ₹383/kg | Printer: ₹18/kg,Yes,"Kota, Baran, Bundi"
REC04285,E-Waste Ahmedabad Circular Solutions 4285,Ahmedabad,"Cable, Mixed Metal, Microwave",Authorized,+91 9798412235,Cable: ₹457/kg | Mixed Metal: ₹84/kg | Microwave: ₹23/kg,Yes,Ahmedabad
REC04286,Circular Surat Resource Recovery 4286,Surat,"CRT, Battery, Washing Machine",Authorized,+91 9626507457,CRT: ₹9/kg | Battery: ₹151/kg | Washing Machine: ₹12/kg,No,"Surat, Bharuch, Navsari"
REC04287,RenewTech Vadodara Green Processing 4287,Vadodara,"Glass, PCB, Cable, Printer",Authorized,+91 9887306581,Glass: ₹4/kg | PCB: ₹524/kg | Cable: ₹452/kg | Printer: ₹14/kg,Yes,"Vadodara, Anand, Bharuch"
REC04288,GreenCircuit Bengaluru Materials Recycling 4288,Bengaluru,"Keyboard, Mixed Metal, LCD Panel, Mixed Plastic",Authorized,+91 9506872034,Keyboard: ₹40/kg | Mixed Metal: ₹57/kg | LCD Panel: ₹39/kg | Mixed Plastic: ₹19/kg,No,"Bengaluru, Mysuru, Tumakuru"
REC04289,UrbanRecycle Mysuru Sustainable Recycling 4289,Mysuru,"PCB, Keyboard, Motor, CRT, Cable, Mouse",Authorized,+91 9784580390,PCB: ₹533/kg | Keyboard: ₹34/kg | Motor: ₹101/kg | CRT: ₹16/kg | Cable: ₹432/kg | Mouse: ₹58/kg,Yes,"Mysuru, Hassan, Mandya"
REC04290,EcoLink Hyderabad Collection & Recycling 4290,Hyderabad,"Mixed Metal, Television, Microwave, Mouse, Motor, Mobile, LCD Panel",Authorized,+91 9860873041,Mixed Metal: ₹44/kg | Television: ₹30/kg | Microwave: ₹27/kg | Mouse: ₹36/kg | Motor: ₹66/kg | Mobile: ₹239/kg | LCD Panel: ₹68/kg,Yes,"Hyderabad, Secunderabad, Warangal"
REC04291,RecyclePro Vijayawada Recycling Services 4291,Vijayawada,"Mixed Metal, Motor, Keyboard, Washing Machine, Television, LCD Panel, Battery",Authorized,+91 9752174530,Mixed Metal: ₹85/kg | Motor: ₹98/kg | Keyboard: ₹38/kg | Washing Machine: ₹33/kg | Television: ₹14/kg | LCD Panel: ₹59/kg | Battery: ₹73/kg,Yes,"Vijayawada, Tenali"
REC04292,EnviroCycle Visakhapatnam E-Waste Solutions 4292,Visakhapatnam,"Battery, Printer, CRT, Washing Machine",Authorized,+91 9485454114,Battery: ₹104/kg | Printer: ₹26/kg | CRT: ₹5/kg | Washing Machine: ₹16/kg,Yes,"Visakhapatnam, Srikakulam, Vizianagaram"
REC04293,EarthLoop Chennai Recycler Hub 4293,Chennai,"Microwave, Television, Mobile",Authorized,+91 9224421029,Microwave: ₹10/kg | Television: ₹10/kg | Mobile: ₹174/kg,No,"Chennai, Kanchipuram"
REC04294,GreenMine Coimbatore Recovery Centre 4294,Coimbatore,"Microwave, Keyboard, Magnet Assembly",Authorized,+91 9893344612,Microwave: ₹12/kg | Keyboard: ₹43/kg | Magnet Assembly: ₹71/kg,Yes,"Coimbatore, Erode"
REC04295,RecoverX Madurai Circular Solutions 4295,Madurai,"Mixed Plastic, Battery, PCB, Mixed Metal, Mobile, LCD Panel, Cable",Authorized,+91 9879761614,Mixed Plastic: ₹9/kg | Battery: ₹173/kg | PCB: ₹520/kg | Mixed Metal: ₹47/kg | Mobile: ₹162/kg | LCD Panel: ₹60/kg | Cable: ₹407/kg,Yes,"Madurai, Sivaganga"
REC04296,ScrapSmart Kolkata Resource Recovery 4296,Kolkata,"LCD Panel, Television, Cable, Motor, CRT, PCB",Authorized,+91 9306230430,LCD Panel: ₹32/kg | Television: ₹40/kg | Cable: ₹382/kg | Motor: ₹87/kg | CRT: ₹10/kg | PCB: ₹392/kg,Yes,"Kolkata, Hooghly"
REC04297,EcoRecover Siliguri Green Processing 4297,Siliguri,"Television, Battery, Microwave, Cable, Mobile",Authorized,+91 9267829258,Television: ₹24/kg | Battery: ₹128/kg | Microwave: ₹28/kg | Cable: ₹455/kg | Mobile: ₹297/kg,Yes,"Siliguri, Darjeeling"
REC04298,WasteWise Lucknow Materials Recycling 4298,Lucknow,"Mixed Plastic, Mixed Metal, LCD Panel",Authorized,+91 9441167276,Mixed Plastic: ₹8/kg | Mixed Metal: ₹63/kg | LCD Panel: ₹55/kg,Yes,"Lucknow, Kanpur, Barabanki"
REC04299,CircularGrid Kanpur Sustainable Recycling 4299,Kanpur,"Television, Motor, Keyboard, CRT, Glass, Washing Machine",Authorized,+91 9588855883,Television: ₹37/kg | Motor: ₹109/kg | Keyboard: ₹22/kg | CRT: ₹12/kg | Glass: ₹2/kg | Washing Machine: ₹17/kg,No,"Kanpur, Unnao, Fatehpur"
REC04300,GreenBridge Varanasi Collection & Recycling 4300,Varanasi,"Cable, Microwave, Washing Machine",Authorized,+91 9785598094,Cable: ₹401/kg | Microwave: ₹22/kg | Washing Machine: ₹20/kg,No,"Varanasi, Jaunpur, Prayagraj"
REC04301,EcoCycle Prayagraj Recycling Services 4301,Prayagraj,"Mixed Metal, CRT, Motor, LCD Panel, Mixed Plastic",Authorization Renewal Pending,+91 9300019058,Mixed Metal: ₹75/kg | CRT: ₹19/kg | Motor: ₹81/kg | LCD Panel: ₹60/kg | Mixed Plastic: ₹12/kg,Yes,"Prayagraj, Varanasi"
REC04302,GreenLoop Patna E-Waste Solutions 4302,Patna,"Motor, Mixed Plastic, Mixed Metal, Television, Keyboard, CRT, Printer, Magnet Assembly",Authorization Verification Pending,+91 9982596860,Motor: ₹73/kg | Mixed Plastic: ₹14/kg | Mixed Metal: ₹49/kg | Television: ₹34/kg | Keyboard: ₹30/kg | CRT: ₹11/kg | Printer: ₹15/kg | Magnet Assembly: ₹139/kg,Yes,"Patna, Hajipur, Nalanda"
REC04303,ReTech Gaya Recycler Hub 4303,Gaya,"CRT, Cable, Motor, Washing Machine, PCB, Magnet Assembly",Authorized,+91 9824534644,CRT: ₹12/kg | Cable: ₹359/kg | Motor: ₹55/kg | Washing Machine: ₹33/kg | PCB: ₹517/kg | Magnet Assembly: ₹109/kg,Yes,"Gaya, Nawada, Jehanabad"
REC04304,CleanEarth Ranchi Recovery Centre 4304,Ranchi,"Magnet Assembly, Television, Mouse, Glass, Microwave, LCD Panel",Authorized,+91 9233345168,Magnet Assembly: ₹114/kg | Television: ₹39/kg | Mouse: ₹40/kg | Glass: ₹11/kg | Microwave: ₹24/kg | LCD Panel: ₹68/kg,Yes,"Ranchi, Ramgarh, Bokaro"
REC04305,E-Waste Jamshedpur Circular Solutions 4305,Jamshedpur,"Battery, Keyboard, Microwave, Glass, Motor, Mixed Plastic, Magnet Assembly, Printer",Authorized,+91 9102305522,Battery: ₹84/kg | Keyboard: ₹22/kg | Microwave: ₹25/kg | Glass: ₹2/kg | Motor: ₹109/kg | Mixed Plastic: ₹27/kg | Magnet Assembly: ₹131/kg | Printer: ₹13/kg,Yes,Jamshedpur
REC04306,Circular Bhubaneswar Resource Recovery 4306,Bhubaneswar,"Microwave, Keyboard, Mixed Metal, Motor, Mixed Plastic, PCB, Mobile, Glass",Authorization Verification Pending,+91 9347019219,Microwave: ₹18/kg | Keyboard: ₹38/kg | Mixed Metal: ₹56/kg | Motor: ₹73/kg | Mixed Plastic: ₹22/kg | PCB: ₹450/kg | Mobile: ₹202/kg | Glass: ₹10/kg,Yes,"Bhubaneswar, Cuttack"
REC04307,RenewTech Cuttack Green Processing 4307,Cuttack,"Mouse, Motor, Washing Machine, PCB, Battery, Mixed Metal, Magnet Assembly",Authorization Renewal Pending,+91 9233051032,Mouse: ₹32/kg | Motor: ₹92/kg | Washing Machine: ₹17/kg | PCB: ₹447/kg | Battery: ₹128/kg | Mixed Metal: ₹47/kg | Magnet Assembly: ₹100/kg,Yes,"Cuttack, Bhubaneswar, Jajpur"
REC04308,GreenCircuit Guwahati Materials Recycling 4308,Guwahati,"Motor, Glass, Battery, PCB, Microwave",Authorized,+91 9332036716,Motor: ₹95/kg | Glass: ₹6/kg | Battery: ₹167/kg | PCB: ₹406/kg | Microwave: ₹13/kg,Yes,"Guwahati, Dispur, Nalbari"
REC04309,UrbanRecycle Shillong Sustainable Recycling 4309,Shillong,"Motor, LCD Panel, Mobile, Washing Machine, Battery",Authorization Renewal Pending,+91 9693081367,Motor: ₹91/kg | LCD Panel: ₹45/kg | Mobile: ₹188/kg | Washing Machine: ₹10/kg | Battery: ₹178/kg,Yes,"Shillong, Nongpoh"
REC04310,EcoLink Kochi Collection & Recycling 4310,Kochi,"Battery, Keyboard, Mouse",Authorized,+91 9156538819,Battery: ₹148/kg | Keyboard: ₹31/kg | Mouse: ₹24/kg,No,"Kochi, Kottayam"
REC04311,RecyclePro Thiruvananthapuram Recycling Services 4311,Thiruvananthapuram,"Mixed Plastic, LCD Panel, Battery, Cable, PCB, Glass, Mixed Metal",Authorization Verification Pending,+91 9292046626,Mixed Plastic: ₹32/kg | LCD Panel: ₹56/kg | Battery: ₹165/kg | Cable: ₹368/kg | PCB: ₹426/kg | Glass: ₹10/kg | Mixed Metal: ₹44/kg,Yes,"Thiruvananthapuram, Kollam, Neyyattinkara"
REC04312,EnviroCycle Kozhikode E-Waste Solutions 4312,Kozhikode,"Glass, Mouse, Cable, CRT, Television",Authorized,+91 9451246714,Glass: ₹9/kg | Mouse: ₹39/kg | Cable: ₹397/kg | CRT: ₹16/kg | Television: ₹34/kg,No,"Kozhikode, Malappuram"
REC04313,EarthLoop Chandigarh Recycler Hub 4313,Chandigarh,"Motor, PCB, Mixed Metal, Washing Machine, Mixed Plastic, Battery, Glass, Microwave",Authorization Verification Pending,+91 9171946111,Motor: ₹109/kg | PCB: ₹402/kg | Mixed Metal: ₹81/kg | Washing Machine: ₹35/kg | Mixed Plastic: ₹17/kg | Battery: ₹179/kg | Glass: ₹7/kg | Microwave: ₹26/kg,No,"Chandigarh, Mohali, Panchkula"
REC04314,GreenMine Ludhiana Recovery Centre 4314,Ludhiana,"Mixed Plastic, Cable, Television, Motor, PCB, Keyboard, LCD Panel",Authorized,+91 9113427159,Mixed Plastic: ₹14/kg | Cable: ₹369/kg | Television: ₹18/kg | Motor: ₹85/kg | PCB: ₹459/kg | Keyboard: ₹21/kg | LCD Panel: ₹32/kg,No,"Ludhiana, Moga"
REC04315,RecoverX Amritsar Circular Solutions 4315,Amritsar,"Mixed Metal, Television, Cable, Glass, Keyboard, Motor",Authorized,+91 9258718864,Mixed Metal: ₹84/kg | Television: ₹15/kg | Cable: ₹332/kg | Glass: ₹11/kg | Keyboard: ₹39/kg | Motor: ₹71/kg,Yes,"Amritsar, Tarn Taran, Batala"
REC04316,ScrapSmart Dehradun Resource Recovery 4316,Dehradun,"Motor, Mobile, Magnet Assembly, Mixed Metal, Battery, Glass, CRT",Authorized,+91 9812070211,Motor: ₹107/kg | Mobile: ₹221/kg | Magnet Assembly: ₹74/kg | Mixed Metal: ₹48/kg | Battery: ₹112/kg | Glass: ₹7/kg | CRT: ₹17/kg,Yes,"Dehradun, Haridwar"
REC04317,EcoRecover Shimla Green Processing 4317,Shimla,"Battery, Glass, LCD Panel, CRT, Mixed Metal, Printer, Microwave",Authorized,+91 9963957499,Battery: ₹149/kg | Glass: ₹9/kg | LCD Panel: ₹56/kg | CRT: ₹11/kg | Mixed Metal: ₹55/kg | Printer: ₹22/kg | Microwave: ₹19/kg,No,Shimla
REC04318,WasteWise Jammu Materials Recycling 4318,Jammu,"Cable, Magnet Assembly, Glass, Mixed Plastic, Washing Machine, Printer, Television",Authorized,+91 9932766098,Cable: ₹360/kg | Magnet Assembly: ₹88/kg | Glass: ₹6/kg | Mixed Plastic: ₹13/kg | Washing Machine: ₹25/kg | Printer: ₹25/kg | Television: ₹33/kg,Yes,"Jammu, Udhampur"
REC04319,CircularGrid Srinagar Sustainable Recycling 4319,Srinagar,"CRT, Mobile, Magnet Assembly, Battery, Mixed Plastic",Authorized,+91 9833373970,CRT: ₹11/kg | Mobile: ₹256/kg | Magnet Assembly: ₹67/kg | Battery: ₹183/kg | Mixed Plastic: ₹23/kg,No,"Srinagar, Anantnag, Baramulla"
REC04320,GreenBridge Agartala Collection & Recycling 4320,Agartala,"Cable, Glass, Printer, Microwave, Motor, Mouse, CRT",Authorized,+91 9950742719,Cable: ₹366/kg | Glass: ₹2/kg | Printer: ₹30/kg | Microwave: ₹28/kg | Motor: ₹81/kg | Mouse: ₹36/kg | CRT: ₹14/kg,Yes,"Agartala, Udaipur"
REC04321,EcoCycle Imphal Recycling Services 4321,Imphal,"Magnet Assembly, PCB, CRT, Glass, Battery, Washing Machine",Authorized,+91 9626325644,Magnet Assembly: ₹84/kg | PCB: ₹477/kg | CRT: ₹11/kg | Glass: ₹8/kg | Battery: ₹72/kg | Washing Machine: ₹23/kg,Yes,"Imphal, Thoubal"
REC04322,GreenLoop Aizawl E-Waste Solutions 4322,Aizawl,"Mouse, CRT, Mobile, LCD Panel, Mixed Plastic, Printer, Glass",Authorized,+91 9249671774,Mouse: ₹48/kg | CRT: ₹7/kg | Mobile: ₹273/kg | LCD Panel: ₹30/kg | Mixed Plastic: ₹9/kg | Printer: ₹16/kg | Glass: ₹6/kg,Yes,"Aizawl, Kolasib, Lunglei"
REC04323,ReTech Itanagar Recycler Hub 4323,Itanagar,"Keyboard, Motor, Microwave",Authorized,+91 9412897540,Keyboard: ₹40/kg | Motor: ₹99/kg | Microwave: ₹28/kg,No,"Itanagar, Naharlagun, Pasighat"
REC04324,CleanEarth Gangtok Recovery Centre 4324,Gangtok,"Motor, CRT, Printer, Cable",Authorized,+91 9178029879,Motor: ₹97/kg | CRT: ₹9/kg | Printer: ₹22/kg | Cable: ₹415/kg,Yes,Gangtok
REC04325,E-Waste Panaji Circular Solutions 4325,Panaji,"Glass, Mouse, Mixed Metal, CRT, LCD Panel, Cable, Washing Machine, PCB",Authorized,+91 9103670348,Glass: ₹11/kg | Mouse: ₹25/kg | Mixed Metal: ₹45/kg | CRT: ₹18/kg | LCD Panel: ₹48/kg | Cable: ₹358/kg | Washing Machine: ₹24/kg | PCB: ₹489/kg,Yes,"Panaji, Mapusa, Margao"
REC04326,Circular Mangaluru Resource Recovery 4326,Mangaluru,"Microwave, Battery, CRT",Authorization Verification Pending,+91 9103489265,Microwave: ₹13/kg | Battery: ₹131/kg | CRT: ₹9/kg,Yes,Mangaluru
REC04327,RenewTech Hubballi Green Processing 4327,Hubballi,"Mouse, Mixed Metal, Keyboard, Magnet Assembly, Mobile, Glass",Authorized,+91 9849809500,Mouse: ₹39/kg | Mixed Metal: ₹34/kg | Keyboard: ₹19/kg | Magnet Assembly: ₹112/kg | Mobile: ₹251/kg | Glass: ₹1/kg,No,"Hubballi, Belagavi"
REC04328,GreenCircuit Meerut Materials Recycling 4328,Meerut,"Washing Machine, Mouse, Printer, Motor, PCB, Mixed Metal",Authorized,+91 9753249963,Washing Machine: ₹15/kg | Mouse: ₹61/kg | Printer: ₹8/kg | Motor: ₹101/kg | PCB: ₹473/kg | Mixed Metal: ₹61/kg,Yes,"Meerut, Modinagar"
REC04329,UrbanRecycle Agra Sustainable Recycling 4329,Agra,"Microwave, LCD Panel, CRT, Television, Cable, Magnet Assembly, Washing Machine, Keyboard",Authorized,+91 9543290417,Microwave: ₹10/kg | LCD Panel: ₹58/kg | CRT: ₹20/kg | Television: ₹12/kg | Cable: ₹402/kg | Magnet Assembly: ₹142/kg | Washing Machine: ₹22/kg | Keyboard: ₹41/kg,No,"Agra, Firozabad, Mathura"
REC04330,EcoLink Bareilly Collection & Recycling 4330,Bareilly,"LCD Panel, Battery, Printer, Cable, Microwave",Authorized,+91 9416995894,LCD Panel: ₹52/kg | Battery: ₹171/kg | Printer: ₹15/kg | Cable: ₹414/kg | Microwave: ₹8/kg,Yes,"Bareilly, Shahjahanpur"
REC04331,RecyclePro Gorakhpur Recycling Services 4331,Gorakhpur,"Cable, LCD Panel, Battery, PCB, Keyboard, Printer, Magnet Assembly, Mixed Plastic",Authorized,+91 9604165945,Cable: ₹331/kg | LCD Panel: ₹51/kg | Battery: ₹164/kg | PCB: ₹484/kg | Keyboard: ₹30/kg | Printer: ₹17/kg | Magnet Assembly: ₹103/kg | Mixed Plastic: ₹14/kg,Yes,"Gorakhpur, Kushinagar, Deoria"
REC04332,EnviroCycle Jodhpur E-Waste Solutions 4332,Jodhpur,"Television, PCB, Magnet Assembly, Mobile",Authorized,+91 9373446505,Television: ₹39/kg | PCB: ₹522/kg | Magnet Assembly: ₹130/kg | Mobile: ₹276/kg,Yes,"Jodhpur, Barmer"
REC04333,EarthLoop Udaipur Recycler Hub 4333,Udaipur,"Mobile, Mixed Plastic, CRT, Mixed Metal, Microwave, Television, Magnet Assembly, Battery",Authorized,+91 9861450195,Mobile: ₹204/kg | Mixed Plastic: ₹26/kg | CRT: ₹18/kg | Mixed Metal: ₹36/kg | Microwave: ₹24/kg | Television: ₹15/kg | Magnet Assembly: ₹115/kg | Battery: ₹147/kg,Yes,"Udaipur, Rajsamand, Chittorgarh"
REC04334,GreenMine Gwalior Recovery Centre 4334,Gwalior,"Glass, Keyboard, Magnet Assembly, LCD Panel, Motor, Mixed Metal, Mobile",Authorized,+91 9917875252,Glass: ₹3/kg | Keyboard: ₹36/kg | Magnet Assembly: ₹102/kg | LCD Panel: ₹62/kg | Motor: ₹71/kg | Mixed Metal: ₹64/kg | Mobile: ₹287/kg,Yes,"Gwalior, Morena, Shivpuri"
REC04335,RecoverX Jabalpur Circular Solutions 4335,Jabalpur,"Mixed Plastic, CRT, Mixed Metal",Authorized,+91 9263225264,Mixed Plastic: ₹11/kg | CRT: ₹16/kg | Mixed Metal: ₹79/kg,No,"Jabalpur, Mandla, Katni"
REC04336,ScrapSmart Aurangabad Resource Recovery 4336,Aurangabad,"Mobile, Printer, Motor, LCD Panel",Authorized,+91 9165401722,Mobile: ₹301/kg | Printer: ₹22/kg | Motor: ₹68/kg | LCD Panel: ₹50/kg,Yes,"Aurangabad, Ahmednagar, Jalna"
REC04337,EcoRecover Kolhapur Green Processing 4337,Kolhapur,"Microwave, LCD Panel, Keyboard, Mobile, Mixed Metal, Battery, CRT",Authorized,+91 9456262691,Microwave: ₹21/kg | LCD Panel: ₹45/kg | Keyboard: ₹26/kg | Mobile: ₹201/kg | Mixed Metal: ₹53/kg | Battery: ₹114/kg | CRT: ₹12/kg,Yes,Kolhapur
REC04338,WasteWise Solapur Materials Recycling 4338,Solapur,"Magnet Assembly, LCD Panel, CRT, Television, Printer",Authorized,+91 9669503374,Magnet Assembly: ₹124/kg | LCD Panel: ₹29/kg | CRT: ₹14/kg | Television: ₹25/kg | Printer: ₹19/kg,Yes,"Solapur, Osmanabad, Akkalkot"
REC04339,CircularGrid Rajkot Sustainable Recycling 4339,Rajkot,"Magnet Assembly, Motor, Television, CRT, Mixed Metal, Washing Machine",Authorized,+91 9722526903,Magnet Assembly: ₹134/kg | Motor: ₹93/kg | Television: ₹25/kg | CRT: ₹13/kg | Mixed Metal: ₹31/kg | Washing Machine: ₹35/kg,Yes,"Rajkot, Morbi, Jamnagar"
REC04340,GreenBridge Bhavnagar Collection & Recycling 4340,Bhavnagar,"PCB, Magnet Assembly, Television, Mixed Plastic, Battery, Microwave, Mouse, Printer",Authorized,+91 9322110068,PCB: ₹449/kg | Magnet Assembly: ₹90/kg | Television: ₹33/kg | Mixed Plastic: ₹27/kg | Battery: ₹110/kg | Microwave: ₹15/kg | Mouse: ₹48/kg | Printer: ₹30/kg,Yes,"Bhavnagar, Amreli"
REC04341,EcoCycle Faridabad Recycling Services 4341,Faridabad,"Printer, Battery, Mixed Plastic, Cable, Microwave, LCD Panel, Keyboard, Mobile",Authorized,+91 9583727958,Printer: ₹20/kg | Battery: ₹182/kg | Mixed Plastic: ₹20/kg | Cable: ₹362/kg | Microwave: ₹26/kg | LCD Panel: ₹45/kg | Keyboard: ₹32/kg | Mobile: ₹251/kg,Yes,"Faridabad, Palwal, Delhi"
REC04342,GreenLoop Gurugram E-Waste Solutions 4342,Gurugram,"Mixed Metal, PCB, Mobile",Authorized,+91 9765080185,Mixed Metal: ₹50/kg | PCB: ₹425/kg | Mobile: ₹179/kg,Yes,"Gurugram, Delhi, Manesar"
REC04343,ReTech Hisar Recycler Hub 4343,Hisar,"Television, Mobile, Mixed Metal, Cable",Authorized,+91 9260609517,Television: ₹25/kg | Mobile: ₹311/kg | Mixed Metal: ₹66/kg | Cable: ₹333/kg,No,Hisar
REC04344,CleanEarth Karnal Recovery Centre 4344,Karnal,"Washing Machine, Microwave, Mouse, LCD Panel, Cable, Printer, Glass",Authorized,+91 9783869810,Washing Machine: ₹21/kg | Microwave: ₹19/kg | Mouse: ₹50/kg | LCD Panel: ₹73/kg | Cable: ₹413/kg | Printer: ₹13/kg | Glass: ₹12/kg,Yes,"Karnal, Kurukshetra, Panipat"
REC04345,E-Waste Jalandhar Circular Solutions 4345,Jalandhar,"Motor, Mixed Plastic, Battery, Glass, Cable, Mobile",Authorization Verification Pending,+91 9958854188,Motor: ₹48/kg | Mixed Plastic: ₹35/kg | Battery: ₹86/kg | Glass: ₹3/kg | Cable: ₹440/kg | Mobile: ₹318/kg,Yes,"Jalandhar, Hoshiarpur"
REC04346,Circular Bathinda Resource Recovery 4346,Bathinda,"Motor, PCB, Microwave, CRT, LCD Panel, Mixed Plastic",Authorized,+91 9591439839,Motor: ₹52/kg | PCB: ₹404/kg | Microwave: ₹8/kg | CRT: ₹16/kg | LCD Panel: ₹64/kg | Mixed Plastic: ₹11/kg,Yes,"Bathinda, Moga"
REC04347,RenewTech Patiala Green Processing 4347,Patiala,"Magnet Assembly, PCB, Cable",Authorized,+91 9598026863,Magnet Assembly: ₹85/kg | PCB: ₹404/kg | Cable: ₹434/kg,Yes,"Patiala, Ambala, Mohali"
REC04348,GreenCircuit Haridwar Materials Recycling 4348,Haridwar,"Mixed Plastic, Motor, Mouse, Keyboard, Mixed Metal, PCB, Cable",Authorized,+91 9436609456,Mixed Plastic: ₹12/kg | Motor: ₹66/kg | Mouse: ₹35/kg | Keyboard: ₹21/kg | Mixed Metal: ₹41/kg | PCB: ₹444/kg | Cable: ₹404/kg,Yes,"Haridwar, Dehradun, Roorkee"
