Category,Location,Date,Price/kg,Source
Magnet Assembly,Mumbai,02-09-26,₹101,Market Survey
Metal,Mumbai,02-09-26,₹50,Aggregator
Plastic,Mumbai,02-09-26,₹21,Recycler
Glass,Mumbai,02-09-26,₹6,Recycler
PCB,Delhi,02-09-26,₹456,Aggregator
Battery,Delhi,02-09-26,₹119,Recycler
Mobile,Delhi,02-09-26,₹213,Recycler
Keyboard,Delhi,02-09-26,₹30,Aggregator
Mouse,Delhi,02-09-26,₹38,Recycler
Printer,Delhi,02-09-26,₹18,Aggregator
Television,Delhi,02-09-26,₹22,Aggregator
Washing Machine,Delhi,02-09-26,₹23,Aggregator
Microwave,Delhi,02-09-26,₹18,Recycler
Player,Delhi,02-09-26,₹51,Market Survey
Cable,Delhi,02-09-26,₹426,Aggregator
LCD Panel,Delhi,02-09-26,₹44,Aggregator
Motor,Delhi,02-09-26,₹72,Recycler
Magnet Assembly,Delhi,02-09-26,₹102,Market Survey
Metal,Delhi,02-09-26,₹54,Aggregator
Plastic,Delhi,02-09-26,₹22,Recycler
Glass,Delhi,02-09-26,₹5,Aggregator
PCB,Noida,02-09-26,₹429,Recycler
Battery,Noida,02-09-26,₹119,Recycler
Mobile,Noida,02-09-26,₹224,Recycler
Keyboard,Noida,02-09-26,₹30,Recycler
Mouse,Noida,02-09-26,₹38,Aggregator
Printer,Noida,02-09-26,₹17,Recycler
Television,Noida,02-09-26,₹23,Recycler
Washing Machine,Noida,02-09-26,₹22,Recycler
Microwave,Noida,02-09-26,₹17,Recycler
Player,Noida,02-09-26,₹48,Recycler
Cable,Noida,02-09-26,₹396,Recycler
LCD Panel,Noida,02-09-26,₹47,Recycler
Motor,Noida,02-09-26,₹76,Recycler
Magnet Assembly,Noida,02-09-26,₹93,Recycler
Metal,Noida,02-09-26,₹57,Market Survey
Plastic,Noida,02-09-26,₹21,Aggregator
Glass,Noida,02-09-26,₹5,Recycler
PCB,Jaipur,02-09-26,₹412,Recycler
Battery,Jaipur,02-09-26,₹103,Aggregator
Mobile,Jaipur,02-09-26,₹204,Recycler
Keyboard,Jaipur,02-09-26,₹29,Recycler
Mouse,Jaipur,02-09-26,₹39,Recycler
Printer,Jaipur,02-09-26,₹18,Aggregator
Television,Jaipur,02-09-26,₹20,Aggregator
Washing Machine,Jaipur,02-09-26,₹21,Recycler
Microwave,Jaipur,02-09-26,₹16,Market Survey
Player,Jaipur,02-09-26,₹47,Recycler
Cable,Jaipur,02-09-26,₹384,Recycler
LCD Panel,Jaipur,02-09-26,₹44,Aggregator
Motor,Jaipur,02-09-26,₹74,Aggregator
Magnet Assembly,Jaipur,02-09-26,₹91,Recycler
Metal,Jaipur,02-09-26,₹49,Market Survey
Plastic,Jaipur,02-09-26,₹20,Recycler
Glass,Jaipur,02-09-26,₹5,Aggregator
PCB,Ahmedabad,02-09-26,₹444,Aggregator
Battery,Ahmedabad,02-09-26,₹114,Recycler
Mobile,Ahmedabad,02-09-26,₹206,Recycler
Keyboard,Ahmedabad,02-09-26,₹30,Recycler
Mouse,Ahmedabad,02-09-26,₹39,Aggregator
Printer,Ahmedabad,02-09-26,₹19,Aggregator
Television,Ahmedabad,02-09-26,₹22,Recycler
Washing Machine,Ahmedabad,02-09-26,₹21,Recycler
Microwave,Ahmedabad,02-09-26,₹16,Recycler
Player,Ahmedabad,02-09-26,₹52,Recycler
Cable,Ahmedabad,02-09-26,₹373,Aggregator
LCD Panel,Ahmedabad,02-09-26,₹46,Recycler
Motor,Ahmedabad,02-09-26,₹77,Recycler
Magnet Assembly,Ahmedabad,02-09-26,₹100,Recycler
Metal,Ahmedabad,02-09-26,₹49,Market Survey
Plastic,Ahmedabad,02-09-26,₹18,Recycler
Glass,Ahmedabad,02-09-26,₹5,Recycler
PCB,Bengaluru,02-09-26,₹432,Aggregator
Battery,Bengaluru,02-09-26,₹104,Aggregator
Mobile,Bengaluru,02-09-26,₹235,Market Survey
Keyboard,Bengaluru,02-09-26,₹30,Recycler
Mouse,Bengaluru,02-09-26,₹39,Recycler
Printer,Bengaluru,02-09-26,₹17,Aggregator
Television,Bengaluru,02-09-26,₹24,Recycler
Washing Machine,Bengaluru,02-09-26,₹23,Recycler
Microwave,Bengaluru,02-09-26,₹18,Market Survey
Player,Bengaluru,02-09-26,₹49,Market Survey
Cable,Bengaluru,02-09-26,₹422,Recycler
LCD Panel,Bengaluru,02-09-26,₹45,Recycler
Motor,Bengaluru,02-09-26,₹75,Recycler
Magnet Assembly,Bengaluru,02-09-26,₹94,Recycler
Metal,Bengaluru,02-09-26,₹52,Recycler
Plastic,Bengaluru,02-09-26,₹19,Recycler
Glass,Bengaluru,02-09-26,₹5,Recycler
PCB,Hyderabad,02-09-26,₹462,Recycler
Battery,Hyderabad,02-09-26,₹113,Market Survey
Mobile,Hyderabad,02-09-26,₹204,Recycler
Keyboard,Hyderabad,02-09-26,₹29,Aggregator
Mouse,Hyderabad,02-09-26,₹36,Recycler
Printer,Hyderabad,02-09-26,₹19,Aggregator
Television,Hyderabad,02-09-26,₹23,Market Survey
Washing Machine,Hyderabad,02-09-26,₹22,Aggregator
Microwave,Hyderabad,02-09-26,₹18,Aggregator
Player,Hyderabad,02-09-26,₹46,Recycler
Cable,Hyderabad,02-09-26,₹391,Recycler
LCD Panel,Hyderabad,02-09-26,₹45,Recycler
Motor,Hyderabad,02-09-26,₹70,Aggregator
Magnet Assembly,Hyderabad,02-09-26,₹98,Recycler
Metal,Hyderabad,02-09-26,₹49,Aggregator
Plastic,Hyderabad,02-09-26,₹19,Recycler
Glass,Hyderabad,02-09-26,₹5,Recycler
PCB,Chennai,02-09-26,₹446,Market Survey
Battery,Chennai,02-09-26,₹107,Aggregator
Mobile,Chennai,02-09-26,₹216,Recycler
Keyboard,Chennai,02-09-26,₹29,Aggregator
Mouse,Chennai,02-09-26,₹38,Market Survey
Printer,Chennai,02-09-26,₹17,Recycler
Television,Chennai,02-09-26,₹22,Recycler
Washing Machine,Chennai,02-09-26,₹21,Aggregator
Microwave,Chennai,02-09-26,₹17,Aggregator
Player,Chennai,02-09-26,₹52,Recycler
Cable,Chennai,02-09-26,₹397,Recycler
LCD Panel,Chennai,02-09-26,₹47,Market Survey
Motor,Chennai,02-09-26,₹85,Recycler
Magnet Assembly,Chennai,02-09-26,₹91,Recycler
Metal,Chennai,02-09-26,₹51,Recycler
Plastic,Chennai,02-09-26,₹20,Recycler
Glass,Chennai,02-09-26,₹5,Recycler
PCB,Kolkata,02-09-26,₹440,Recycler
Battery,Kolkata,02-09-26,₹105,Recycler
Mobile,Kolkata,02-09-26,₹204,Aggregator
Keyboard,Kolkata,02-09-26,₹27,Recycler
Mouse,Kolkata,02-09-26,₹39,Recycler
Printer,Kolkata,02-09-26,₹19,Recycler
Television,Kolkata,02-09-26,₹21,Recycler
Washing Machine,Kolkata,02-09-26,₹20,Aggregator
Microwave,Kolkata,02-09-26,₹16,Aggregator
Player,Kolkata,02-09-26,₹46,Market Survey
Cable,Kolkata,02-09-26,₹375,Recycler
LCD Panel,Kolkata,02-09-26,₹42,Recycler
Motor,Kolkata,02-09-26,₹76,Recycler
Magnet Assembly,Kolkata,02-09-26,₹95,Recycler
Metal,Kolkata,02-09-26,₹50,Recycler
Plastic,Kolkata,02-09-26,₹20,Recycler
Glass,Kolkata,02-09-26,₹5,Aggregator
PCB,Lucknow,02-09-26,₹416,Recycler
Battery,Lucknow,02-09-26,₹101,Aggregator
Mobile,Lucknow,02-09-26,₹186,Recycler
Keyboard,Lucknow,02-09-26,₹26,Aggregator
Mouse,Lucknow,02-09-26,₹37,Market Survey
Printer,Lucknow,02-09-26,₹17,Recycler
Television,Lucknow,02-09-26,₹20,Recycler
Washing Machine,Lucknow,02-09-26,₹19,Recycler
Microwave,Lucknow,02-09-26,₹16,Recycler
Player,Lucknow,02-09-26,₹46,Recycler
Cable,Lucknow,02-09-26,₹347,Recycler
LCD Panel,Lucknow,02-09-26,₹42,Recycler
Motor,Lucknow,02-09-26,₹70,Recycler
Magnet Assembly,Lucknow,02-09-26,₹88,Aggregator
Metal,Lucknow,02-09-26,₹52,Aggregator
Plastic,Lucknow,02-09-26,₹20,Recycler
Glass,Lucknow,02-09-26,₹4,Recycler
PCB,Bhopal,03-09-26,₹438,Recycler
Battery,Bhopal,03-09-26,₹102,Aggregator
Mobile,Bhopal,03-09-26,₹197,Recycler
Keyboard,Bhopal,03-09-26,₹26,Recycler
Mouse,Bhopal,03-09-26,₹36,Aggregator
Printer,Bhopal,03-09-26,₹17,Recycler
Television,Bhopal,03-09-26,₹21,Aggregator
Washing Machine,Bhopal,03-09-26,₹21,Recycler
Microwave,Bhopal,03-09-26,₹18,Aggregator
Player,Bhopal,03-09-26,₹49,Recycler
Cable,Bhopal,03-09-26,₹380,Recycler
LCD Panel,Bhopal,03-09-26,₹45,Recycler
Motor,Bhopal,03-09-26,₹72,Recycler
Magnet Assembly,Bhopal,03-09-26,₹95,Recycler
Metal,Bhopal,03-09-26,₹48,Recycler
Plastic,Bhopal,03-09-26,₹19,Recycler
Glass,Bhopal,03-09-26,₹5,Recycler
PCB,Indore,03-09-26,₹443,Recycler
Battery,Indore,03-09-26,₹112,Recycler
Mobile,Indore,03-09-26,₹211,Recycler
Keyboard,Indore,03-09-26,₹29,Aggregator
Mouse,Indore,03-09-26,₹38,Recycler
Printer,Indore,03-09-26,₹19,Recycler
Television,Indore,03-09-26,₹23,Recycler
Washing Machine,Indore,03-09-26,₹20,Recycler
Microwave,Indore,03-09-26,₹17,Recycler
Player,Indore,03-09-26,₹47,Aggregator
Cable,Indore,03-09-26,₹384,Recycler
LCD Panel,Indore,03-09-26,₹44,Aggregator
Motor,Indore,03-09-26,₹71,Recycler
Magnet Assembly,Indore,03-09-26,₹98,Recycler
Metal,Indore,03-09-26,₹52,Recycler
Plastic,Indore,03-09-26,₹20,Recycler
Glass,Indore,03-09-26,₹5,Market Survey
PCB,Raipur,03-09-26,₹438,Recycler
Battery,Raipur,03-09-26,₹101,Aggregator
Mobile,Raipur,03-09-26,₹195,Recycler
Keyboard,Raipur,03-09-26,₹26,Aggregator
Mouse,Raipur,03-09-26,₹36,Recycler
Printer,Raipur,03-09-26,₹17,Aggregator
Television,Raipur,03-09-26,₹21,Recycler
Washing Machine,Raipur,03-09-26,₹19,Aggregator
Microwave,Raipur,03-09-26,₹14,Aggregator
Player,Raipur,03-09-26,₹45,Aggregator
Cable,Raipur,03-09-26,₹374,Recycler
LCD Panel,Raipur,03-09-26,₹42,Aggregator
Motor,Raipur,03-09-26,₹69,Market Survey
Magnet Assembly,Raipur,03-09-26,₹96,Market Survey
Metal,Raipur,03-09-26,₹50,Aggregator
Plastic,Raipur,03-09-26,₹20,Recycler
Glass,Raipur,03-09-26,₹5,Recycler
PCB,Nagpur,03-09-26,₹423,Recycler
Battery,Nagpur,03-09-26,₹109,Recycler
Mobile,Nagpur,03-09-26,₹215,Recycler
Keyboard,Nagpur,03-09-26,₹28,Aggregator
Mouse,Nagpur,03-09-26,₹38,Market Survey
Printer,Nagpur,03-09-26,₹19,Recycler
Television,Nagpur,03-09-26,₹21,Recycler
Washing Machine,Nagpur,03-09-26,₹21,Aggregator
Microwave,Nagpur,03-09-26,₹16,Aggregator
Player,Nagpur,03-09-26,₹52,Recycler
Cable,Nagpur,03-09-26,₹396,Recycler
LCD Panel,Nagpur,03-09-26,₹45,Recycler
Motor,Nagpur,03-09-26,₹76,Aggregator
Magnet Assembly,Nagpur,03-09-26,₹101,Market Survey
Metal,Nagpur,03-09-26,₹53,Market Survey
Plastic,Nagpur,03-09-26,₹18,Aggregator
Glass,Nagpur,03-09-26,₹5,Market Survey
PCB,Pune,03-09-26,₹445,Aggregator
Battery,Pune,03-09-26,₹113,Recycler
Mobile,Pune,03-09-26,₹228,Recycler
Keyboard,Pune,03-09-26,₹30,Recycler
Mouse,Pune,03-09-26,₹40,Recycler
Printer,Pune,03-09-26,₹19,Recycler
Television,Pune,03-09-26,₹22,Recycler
Washing Machine,Pune,03-09-26,₹23,Recycler
Microwave,Pune,03-09-26,₹19,Recycler
Player,Pune,03-09-26,₹48,Recycler
Cable,Pune,03-09-26,₹400,Recycler
LCD Panel,Pune,03-09-26,₹46,Recycler
Motor,Pune,03-09-26,₹76,Recycler
Magnet Assembly,Pune,03-09-26,₹94,Aggregator
Metal,Pune,03-09-26,₹53,Recycler
Plastic,Pune,03-09-26,₹21,Recycler
Glass,Pune,03-09-26,₹5,Aggregator
PCB,Mumbai,03-09-26,₹477,Recycler
Battery,Mumbai,03-09-26,₹110,Recycler
Mobile,Mumbai,03-09-26,₹218,Recycler
Keyboard,Mumbai,03-09-26,₹31,Recycler
Mouse,Mumbai,03-09-26,₹43,Recycler
Printer,Mumbai,03-09-26,₹19,Recycler
Television,Mumbai,03-09-26,₹23,Recycler
Washing Machine,Mumbai,03-09-26,₹22,Aggregator
Microwave,Mumbai,03-09-26,₹16,Aggregator
Player,Mumbai,03-09-26,₹55,Recycler
Cable,Mumbai,03-09-26,₹416,Recycler
LCD Panel,Mumbai,03-09-26,₹51,Recycler
Motor,Mumbai,03-09-26,₹81,Recycler
Magnet Assembly,Mumbai,03-09-26,₹99,Recycler
Metal,Mumbai,03-09-26,₹57,Recycler
Plastic,Mumbai,03-09-26,₹20,Aggregator
Glass,Mumbai,03-09-26,₹5,Aggregator
PCB,Delhi,03-09-26,₹485,Recycler
Battery,Delhi,03-09-26,₹116,Aggregator
Mobile,Delhi,03-09-26,₹221,Recycler
Keyboard,Delhi,03-09-26,₹29,Recycler
Mouse,Delhi,03-09-26,₹41,Recycler
Printer,Delhi,03-09-26,₹20,Recycler
Television,Delhi,03-09-26,₹23,Recycler
Washing Machine,Delhi,03-09-26,₹23,Recycler
Microwave,Delhi,03-09-26,₹19,Aggregator
Player,Delhi,03-09-26,₹49,Recycler
Cable,Delhi,03-09-26,₹426,Recycler
LCD Panel,Delhi,03-09-26,₹46,Market Survey
Motor,Delhi,03-09-26,₹75,Recycler
Magnet Assembly,Delhi,03-09-26,₹108,Recycler
Metal,Delhi,03-09-26,₹55,Recycler
Plastic,Delhi,03-09-26,₹21,Aggregator
Glass,Delhi,03-09-26,₹5,Recycler
PCB,Noida,03-09-26,₹476,Recycler
Battery,Noida,03-09-26,₹117,Market Survey
Mobile,Noida,03-09-26,₹210,Aggregator
Keyboard,Noida,03-09-26,₹27,Aggregator
Mouse,Noida,03-09-26,₹39,Recycler
Printer,Noida,03-09-26,₹20,Recycler
Television,Noida,03-09-26,₹24,Market Survey
Washing Machine,Noida,03-09-26,₹22,Recycler
Microwave,Noida,03-09-26,₹18,Recycler
Player,Noida,03-09-26,₹50,Aggregator
Cable,Noida,03-09-26,₹404,Aggregator
LCD Panel,Noida,03-09-26,₹47,Recycler
Motor,Noida,03-09-26,₹77,Aggregator
Magnet Assembly,Noida,03-09-26,₹96,Recycler
Metal,Noida,03-09-26,₹56,Recycler
Plastic,Noida,03-09-26,₹22,Recycler
Glass,Noida,03-09-26,₹5,Recycler
PCB,Jaipur,03-09-26,₹409,Aggregator
Battery,Jaipur,03-09-26,₹101,Aggregator
Mobile,Jaipur,03-09-26,₹203,Recycler
Keyboard,Jaipur,03-09-26,₹27,Aggregator
Mouse,Jaipur,03-09-26,₹37,Recycler
Printer,Jaipur,03-09-26,₹18,Aggregator
Television,Jaipur,03-09-26,₹21,Aggregator
Washing Machine,Jaipur,03-09-26,₹20,Recycler
Microwave,Jaipur,03-09-26,₹16,Recycler
Player,Jaipur,03-09-26,₹48,Recycler
Cable,Jaipur,03-09-26,₹407,Recycler
LCD Panel,Jaipur,03-09-26,₹46,Market Survey
Motor,Jaipur,03-09-26,₹77,Recycler
Magnet Assembly,Jaipur,03-09-26,₹93,Recycler
Metal,Jaipur,03-09-26,₹54,Recycler
Plastic,Jaipur,03-09-26,₹21,Recycler
Glass,Jaipur,03-09-26,₹6,Recycler
PCB,Ahmedabad,03-09-26,₹427,Recycler
Battery,Ahmedabad,03-09-26,₹119,Recycler
Mobile,Ahmedabad,03-09-26,₹216,Aggregator
Keyboard,Ahmedabad,03-09-26,₹29,Recycler
Mouse,Ahmedabad,03-09-26,₹41,Recycler
Printer,Ahmedabad,03-09-26,₹17,Aggregator
Television,Ahmedabad,03-09-26,₹23,Recycler
Washing Machine,Ahmedabad,03-09-26,₹23,Recycler
Microwave,Ahmedabad,03-09-26,₹17,Aggregator
Player,Ahmedabad,03-09-26,₹52,Recycler
Cable,Ahmedabad,03-09-26,₹373,Recycler
LCD Panel,Ahmedabad,03-09-26,₹46,Recycler
Motor,Ahmedabad,03-09-26,₹74,Recycler
Magnet Assembly,Ahmedabad,03-09-26,₹99,Recycler
Metal,Ahmedabad,03-09-26,₹53,Aggregator
Plastic,Ahmedabad,03-09-26,₹21,Aggregator
Glass,Ahmedabad,03-09-26,₹5,Recycler
PCB,Bengaluru,03-09-26,₹469,Aggregator
Battery,Bengaluru,03-09-26,₹114,Recycler
Mobile,Bengaluru,03-09-26,₹225,Recycler
Keyboard,Bengaluru,03-09-26,₹31,Aggregator
Mouse,Bengaluru,03-09-26,₹40,Recycler
Printer,Bengaluru,03-09-26,₹19,Aggregator
Television,Bengaluru,03-09-26,₹24,Recycler
Washing Machine,Bengaluru,03-09-26,₹20,Recycler
Microwave,Bengaluru,03-09-26,₹18,Recycler
Player,Bengaluru,03-09-26,₹50,Aggregator
Cable,Bengaluru,03-09-26,₹439,Recycler
LCD Panel,Bengaluru,03-09-26,₹48,Recycler
Motor,Bengaluru,03-09-26,₹77,Recycler
Magnet Assembly,Bengaluru,03-09-26,₹99,Recycler
Metal,Bengaluru,03-09-26,₹50,Aggregator
Plastic,Bengaluru,03-09-26,₹20,Aggregator
Glass,Bengaluru,03-09-26,₹5,Recycler
PCB,Hyderabad,03-09-26,₹431,Recycler
Battery,Hyderabad,03-09-26,₹109,Aggregator
Mobile,Hyderabad,03-09-26,₹221,Recycler
Keyboard,Hyderabad,03-09-26,₹30,Market Survey
Mouse,Hyderabad,03-09-26,₹39,Recycler
Printer,Hyderabad,03-09-26,₹19,Recycler
Television,Hyderabad,03-09-26,₹22,Aggregator
Washing Machine,Hyderabad,03-09-26,₹23,Recycler
Microwave,Hyderabad,03-09-26,₹17,Recycler
Player,Hyderabad,03-09-26,₹49,Recycler
Cable,Hyderabad,03-09-26,₹397,Aggregator
LCD Panel,Hyderabad,03-09-26,₹48,Recycler
Motor,Hyderabad,03-09-26,₹75,Aggregator
Magnet Assembly,Hyderabad,03-09-26,₹99,Aggregator
Metal,Hyderabad,03-09-26,₹55,Recycler
Plastic,Hyderabad,03-09-26,₹20,Recycler
Glass,Hyderabad,03-09-26,₹5,Recycler
PCB,Chennai,03-09-26,₹419,Aggregator
Battery,Chennai,03-09-26,₹119,Recycler
Mobile,Chennai,03-09-26,₹222,Recycler
Keyboard,Chennai,03-09-26,₹29,Recycler
Mouse,Chennai,03-09-26,₹40,Aggregator
Printer,Chennai,03-09-26,₹17,Aggregator
Television,Chennai,03-09-26,₹21,Aggregator
Washing Machine,Chennai,03-09-26,₹22,Aggregator
Microwave,Chennai,03-09-26,₹18,Recycler
Player,Chennai,03-09-26,₹50,Recycler
Cable,Chennai,03-09-26,₹380,Aggregator
LCD Panel,Chennai,03-09-26,₹49,Market Survey
Motor,Chennai,03-09-26,₹74,Recycler
Magnet Assembly,Chennai,03-09-26,₹101,Recycler
Metal,Chennai,03-09-26,₹51,Aggregator
Plastic,Chennai,03-09-26,₹23,Recycler
Glass,Chennai,03-09-26,₹5,Recycler
PCB,Kolkata,03-09-26,₹428,Market Survey
Battery,Kolkata,03-09-26,₹116,Market Survey
Mobile,Kolkata,03-09-26,₹215,Recycler
Keyboard,Kolkata,03-09-26,₹29,Market Survey
Mouse,Kolkata,03-09-26,₹38,Recycler
Printer,Kolkata,03-09-26,₹19,Recycler
Television,Kolkata,03-09-26,₹23,Aggregator
Washing Machine,Kolkata,03-09-26,₹21,Aggregator
Microwave,Kolkata,03-09-26,₹17,Recycler
Player,Kolkata,03-09-26,₹50,Recycler
Cable,Kolkata,03-09-26,₹384,Aggregator
LCD Panel,Kolkata,03-09-26,₹47,Recycler
Motor,Kolkata,03-09-26,₹66,Aggregator
Magnet Assembly,Kolkata,03-09-26,₹91,Recycler
Metal,Kolkata,03-09-26,₹50,Recycler
Plastic,Kolkata,03-09-26,₹22,Recycler
Glass,Kolkata,03-09-26,₹5,Recycler
PCB,Lucknow,03-09-26,₹392,Aggregator
Battery,Lucknow,03-09-26,₹109,Recycler
Mobile,Lucknow,03-09-26,₹216,Recycler
Keyboard,Lucknow,03-09-26,₹28,Recycler
Mouse,Lucknow,03-09-26,₹37,Recycler
Printer,Lucknow,03-09-26,₹17,Recycler
Television,Lucknow,03-09-26,₹20,Aggregator
Washing Machine,Lucknow,03-09-26,₹19,Aggregator
Microwave,Lucknow,03-09-26,₹18,Recycler
Player,Lucknow,03-09-26,₹47,Recycler
Cable,Lucknow,03-09-26,₹412,Aggregator
LCD Panel,Lucknow,03-09-26,₹45,Recycler
Motor,Lucknow,03-09-26,₹71,Aggregator
Magnet Assembly,Lucknow,03-09-26,₹102,Recycler
Metal,Lucknow,03-09-26,₹53,Recycler
Plastic,Lucknow,03-09-26,₹20,Recycler
Glass,Lucknow,03-09-26,₹5,Recycler
PCB,Bhopal,04-09-26,₹449,Recycler
Battery,Bhopal,04-09-26,₹112,Recycler
Mobile,Bhopal,04-09-26,₹222,Market Survey
Keyboard,Bhopal,04-09-26,₹27,Recycler
Mouse,Bhopal,04-09-26,₹35,Recycler
Printer,Bhopal,04-09-26,₹19,Recycler
Television,Bhopal,04-09-26,₹23,Market Survey
Washing Machine,Bhopal,04-09-26,₹21,Aggregator
Microwave,Bhopal,04-09-26,₹17,Recycler
Player,Bhopal,04-09-26,₹50,Aggregator
Cable,Bhopal,04-09-26,₹391,Recycler
LCD Panel,Bhopal,04-09-26,₹46,Recycler
Motor,Bhopal,04-09-26,₹72,Recycler
Magnet Assembly,Bhopal,04-09-26,₹94,Recycler
Metal,Bhopal,04-09-26,₹49,Recycler
Plastic,Bhopal,04-09-26,₹20,Recycler
Glass,Bhopal,04-09-26,₹5,Market Survey
PCB,Indore,04-09-26,₹433,Recycler
Battery,Indore,04-09-26,₹115,Recycler
Mobile,Indore,04-09-26,₹227,Recycler
Keyboard,Indore,04-09-26,₹28,Recycler
Mouse,Indore,04-09-26,₹37,Aggregator
Printer,Indore,04-09-26,₹19,Recycler
Television,Indore,04-09-26,₹23,Recycler
Washing Machine,Indore,04-09-26,₹21,Aggregator
Microwave,Indore,04-09-26,₹18,Aggregator
Player,Indore,04-09-26,₹52,Recycler
Cable,Indore,04-09-26,₹423,Recycler
LCD Panel,Indore,04-09-26,₹43,Aggregator
Motor,Indore,04-09-26,₹70,Aggregator
Magnet Assembly,Indore,04-09-26,₹98,Recycler
Metal,Indore,04-09-26,₹51,Aggregator
Plastic,Indore,04-09-26,₹21,Recycler
Glass,Indore,04-09-26,₹5,Aggregator
PCB,Raipur,04-09-26,₹440,Recycler
Battery,Raipur,04-09-26,₹109,Recycler
Mobile,Raipur,04-09-26,₹204,Aggregator
Keyboard,Raipur,04-09-26,₹30,Recycler
Mouse,Raipur,04-09-26,₹37,Recycler
Printer,Raipur,04-09-26,₹17,Recycler
Television,Raipur,04-09-26,₹22,Recycler
Washing Machine,Raipur,04-09-26,₹21,Market Survey
Microwave,Raipur,04-09-26,₹17,Recycler
Player,Raipur,04-09-26,₹48,Aggregator
Cable,Raipur,04-09-26,₹347,Aggregator
LCD Panel,Raipur,04-09-26,₹48,Recycler
Motor,Raipur,04-09-26,₹74,Recycler
Magnet Assembly,Raipur,04-09-26,₹101,Recycler
Metal,Raipur,04-09-26,₹51,Recycler
Plastic,Raipur,04-09-26,₹20,Recycler
Glass,Raipur,04-09-26,₹5,Recycler
PCB,Nagpur,04-09-26,₹402,Aggregator
Battery,Nagpur,04-09-26,₹105,Aggregator
Mobile,Nagpur,04-09-26,₹203,Aggregator
Keyboard,Nagpur,04-09-26,₹26,Aggregator
Mouse,Nagpur,04-09-26,₹39,Aggregator
Printer,Nagpur,04-09-26,₹18,Market Survey
Television,Nagpur,04-09-26,₹23,Recycler
Washing Machine,Nagpur,04-09-26,₹20,Recycler
Microwave,Nagpur,04-09-26,₹18,Recycler
Player,Nagpur,04-09-26,₹49,Recycler
Cable,Nagpur,04-09-26,₹402,Recycler
LCD Panel,Nagpur,04-09-26,₹45,Aggregator
Motor,Nagpur,04-09-26,₹68,Aggregator
Magnet Assembly,Nagpur,04-09-26,₹92,Market Survey
Metal,Nagpur,04-09-26,₹54,Recycler
Plastic,Nagpur,04-09-26,₹21,Recycler
Glass,Nagpur,04-09-26,₹5,Recycler
PCB,Pune,04-09-26,₹521,Recycler
Battery,Pune,04-09-26,₹115,Market Survey
Mobile,Pune,04-09-26,₹231,Recycler
Keyboard,Pune,04-09-26,₹31,Recycler
Mouse,Pune,04-09-26,₹41,Aggregator
Printer,Pune,04-09-26,₹19,Aggregator
Television,Pune,04-09-26,₹22,Aggregator
Washing Machine,Pune,04-09-26,₹21,Aggregator
Microwave,Pune,04-09-26,₹18,Aggregator
Player,Pune,04-09-26,₹51,Aggregator
Cable,Pune,04-09-26,₹390,Aggregator
LCD Panel,Pune,04-09-26,₹53,Recycler
Motor,Pune,04-09-26,₹73,Recycler
Magnet Assembly,Pune,04-09-26,₹101,Recycler
Metal,Pune,04-09-26,₹54,Aggregator
Plastic,Pune,04-09-26,₹22,Market Survey
Glass,Pune,04-09-26,₹6,Recycler
PCB,Mumbai,04-09-26,₹467,Recycler
Battery,Mumbai,04-09-26,₹121,Recycler
Mobile,Mumbai,04-09-26,₹220,Recycler
Keyboard,Mumbai,04-09-26,₹31,Recycler
Mouse,Mumbai,04-09-26,₹41,Recycler
Printer,Mumbai,04-09-26,₹20,Market Survey
Television,Mumbai,04-09-26,₹22,Recycler
Washing Machine,Mumbai,04-09-26,₹23,Recycler
Microwave,Mumbai,04-09-26,₹18,Aggregator
Player,Mumbai,04-09-26,₹55,Recycler
Cable,Mumbai,04-09-26,₹444,Recycler
LCD Panel,Mumbai,04-09-26,₹49,Recycler
Motor,Mumbai,04-09-26,₹82,Aggregator
Magnet Assembly,Mumbai,04-09-26,₹103,Aggregator
Metal,Mumbai,04-09-26,₹60,Recycler
Plastic,Mumbai,04-09-26,₹21,Recycler
Glass,Mumbai,04-09-26,₹6,Market Survey
PCB,Delhi,04-09-26,₹421,Recycler
Battery,Delhi,04-09-26,₹126,Recycler
Mobile,Delhi,04-09-26,₹238,Recycler
Keyboard,Delhi,04-09-26,₹30,Recycler
Mouse,Delhi,04-09-26,₹43,Recycler
Printer,Delhi,04-09-26,₹21,Recycler
Television,Delhi,04-09-26,₹23,Recycler
Washing Machine,Delhi,04-09-26,₹24,Recycler
Microwave,Delhi,04-09-26,₹20,Recycler
Player,Delhi,04-09-26,₹53,Recycler
Cable,Delhi,04-09-26,₹442,Market Survey
LCD Panel,Delhi,04-09-26,₹49,Market Survey
Motor,Delhi,04-09-26,₹79,Recycler
Magnet Assembly,Delhi,04-09-26,₹107,Market Survey
Metal,Delhi,04-09-26,₹56,Aggregator
Plastic,Delhi,04-09-26,₹21,Aggregator
Glass,Delhi,04-09-26,₹5,Recycler
PCB,Noida,04-09-26,₹472,Recycler
Battery,Noida,04-09-26,₹113,Aggregator
Mobile,Noida,04-09-26,₹215,Aggregator
Keyboard,Noida,04-09-26,₹30,Recycler
Mouse,Noida,04-09-26,₹44,Recycler
Printer,Noida,04-09-26,₹20,Market Survey
Television,Noida,04-09-26,₹24,Recycler
Washing Machine,Noida,04-09-26,₹22,Recycler
Microwave,Noida,04-09-26,₹18,Aggregator
